user_id,AGILE,ANDROID,C++,DATABASE,DESIGNER,ENGINEERING,FRAMEWORK,FRONTEND,GAME_DEV,GITHUB,HARDWARE_SKILLS,IOS,LINUX,MANAGEMENT,MARKETING,ML,NETWORKING,OOP,OtherSkill,PROBLEM_SOLVING,PROGRAMMING,PYTHON,SERVER,SOFTWARE_DEVELOPMENT,TEAMWORKER,TEST,WEB
3395,,,True,True,,,True,True,,,,,,,,,,True,True,,,,,True,,,
3396,,,True,True,True,,,True,,True,,True,,,,,,True,True,,,,True,,,,True
3397,,True,True,True,,,,,,True,,,True,,,,,,True,,,True,,,,,
3398,,,True,True,,True,,,,,,,True,True,,True,True,,True,,True,True,,True,True,,
3399,,,True,True,,,True,True,,,True,,,,,,,True,True,,True,,True,True,,True,True
3400,True,,True,True,True,,,True,,True,,,,,,True,,,True,,,True,True,True,,,
3401,,,True,True,,,,True,,,,True,,True,,,,True,True,,,,,True,,,True
3402,True,,True,True,,,True,True,,,,,,True,,,,True,True,,,,True,True,,,True
3403,,,True,True,,,,,,,,,,,,,,,True,,,,True,,,,True
3404,,,True,,,,True,True,,True,,,,,,,,,True,,,,,,,,
3405,,,True,True,True,True,,True,,,,,True,,,,,True,True,,,,True,,,,True
3406,True,,True,True,,,,True,,True,True,,,,,,,,True,,,,True,,,,
3407,,,True,True,,True,,True,,,,,,True,,True,,True,True,,True,,,True,,,True
3408,,True,True,True,,,,True,,,True,,,,,,,,True,,,,,,,,True
3411,,,True,,,,,,,,,,,True,,,,,True,,,,,,,,
3412,,,True,True,,,,,,,,,,,,,,,True,,,,,,,,True
3413,,True,True,True,True,,,True,,True,True,,True,True,,,,True,True,,True,True,True,True,,,
3414,,True,True,True,True,,,True,,True,,True,True,True,,True,,,True,,,True,,,,,True
3415,,True,True,True,,,True,True,,True,,,True,,,True,,True,True,,True,,True,True,,,True
3416,,True,True,True,,,,True,,,,,True,,,True,,,True,,,True,,,,,
3417,,True,True,,True,,,,True,,True,,,,,,,,True,,,True,,True,,,
3418,True,True,True,True,,,,True,,True,,,True,,,,,,True,,,,True,True,,,
3419,,,True,,True,,,True,,,,,,,,,,,True,,,,,,,,True
3420,,,True,True,,,,True,,,,,,,,,,,True,,,,,True,,,
3421,,True,True,True,,,,True,,,,,True,True,,True,,True,True,,True,True,,,True,,
3422,,True,True,,True,,,,,,,,,,,,,True,True,,,,,,,,
3423,,True,True,True,,,,True,True,,,True,,,,,,True,True,,,,,True,,,True
3424,,True,True,True,,True,True,True,,,,True,,,,,,True,True,,True,True,,True,,,True
3425,True,,True,True,,True,,,,,True,,,,,,,True,True,,True,,True,True,,,True
3426,,,True,,,,,,,,,,,True,,,,,True,,,,,,,,
3427,True,,True,True,,,,,,,,,,True,,,,,,,True,,,True,,,
3428,,,True,True,,True,,True,,,,,,True,,,,,True,,,,True,True,,,
3429,,,True,True,,,,,,,,,,,,,,,True,,,,True,,,,
3430,,,,,,True,,,,,,,,,,,,,True,,,,,True,,,
3431,,,True,,,,,,,,True,,,True,,True,,,True,,,,,,,,
3432,,True,True,True,,,True,True,,,,,,True,,,,True,True,,,True,,True,,,True
3433,,,True,,,,,,,,True,,,,,,,,True,,True,,,,,,
3434,,,True,,,,,,,,,,,True,,,,,True,,,,,,,,
3435,,,True,,,True,,,,,True,,,True,,True,,,True,,,,,,True,,
3436,,,True,,,,,True,,True,,,True,,,True,,True,True,,,True,,,,,
3437,,,,,,True,,,,,,,,,,,,,True,,,,,True,,,
3438,,,True,True,,,True,True,,True,,,True,,,,,True,True,,,True,,,,,True
3439,,,True,,True,,,,,,,,,,,,,,True,,,,,True,,,
3440,,,True,True,True,,,True,,,,,,,,,,,True,,,True,,,,,True
3441,,,True,,,,,True,,True,,,True,,,True,,True,True,,,True,,,,,
3442,,True,True,True,,,True,True,,True,,,True,,,True,,True,True,,True,,True,True,,,True
3443,,True,True,True,,True,True,True,,,,True,,,,,,True,True,,True,True,,True,,,True
3444,,,True,,,True,,,,,True,,,True,,True,,,True,,,,,,True,,
3445,,,True,True,True,,,True,,,,,,,,,,,True,,,True,,,,,True
3446,,,True,True,,,True,True,,True,,,True,,,,,True,True,,,True,,,,,True
3447,,True,True,True,,,,True,,,,,True,True,,True,,True,True,,True,True,,,True,,
3448,,,True,,True,,,,,,,,,,,,,,True,,,,,True,,,
3449,,,True,,,,,True,,,True,,,,,,,,True,,,,,,,,
3450,,True,True,True,,,,True,,,,,,,,,,True,True,,,,,,,,True
3451,,True,True,True,,,True,True,,True,,,True,,,,,True,,,,True,,True,,,
3452,,True,True,,,,,,,,,True,True,,,True,,True,True,,,True,,,,,
3453,,,True,True,,True,,,,,,,True,,,,,True,True,,,,True,True,,,True
3454,,True,True,True,,,,,True,True,,,,,,True,,True,True,,True,,,True,,True,
3455,,,True,True,,,,True,,True,,,,,,,,True,True,,True,,True,True,,,
3456,,,True,True,,,,,,,,,,True,,,,,True,,,,,True,,,
3457,,,True,True,,,,,,True,,,True,,,,,,True,,,True,True,True,,,True
3458,,,True,True,,,,True,,True,,,True,,,,,,True,,,True,,,,,
3459,,,True,,True,,,True,,,,,,,,,,,True,,,,,,,,True
3460,,,,,,,,,,,True,,,,,,,,True,,,,,,,,
3461,,,True,,,,,,,,,,,,,,,,True,,,True,,,,,
3462,,,True,True,,,,True,,,,,True,,,,,True,True,,True,,,True,,,
3463,,,True,True,,,,,,,True,,True,True,,True,,True,True,,,True,True,,,,
3464,True,,True,True,,,,True,,True,,,,,,,,True,True,,,True,,True,,,
3465,,True,True,True,,,,True,,,,,,True,,,,True,True,,,,,,,,
3466,,True,True,True,,,,,,True,True,,,,,True,,,True,,,True,,,,,
3467,,,True,True,,,,True,,True,,,,,,,,True,True,,,,,True,,,True
3468,,True,True,True,True,,True,True,True,,True,,True,True,,True,,,True,,,True,,True,True,,True
3469,,True,True,,,,,,,,True,,,,,,,,True,,True,,,,,,
3470,,,True,,,,,True,,True,,,True,,,,,,True,,True,,True,,,True,True
3471,,,True,,True,,True,True,,True,True,,True,True,,,,True,True,,,True,,True,,True,True
3472,,,True,True,,,,,,True,,,,,,,,True,True,,,,,,,,
3473,,,True,,,,,,,,,,,,,,,,True,,,,,,,,
3474,,True,True,,,True,,,,,,,,True,,,,True,True,,True,,,,True,,
3475,,,True,True,,,True,True,,,True,,,,,,,True,True,,True,,,True,,,True
3476,,,True,True,,,,True,,,,,,,,,,,True,,,,,,,,
3477,,,True,,,,,,,,,,,,,True,,,True,,,,,,,,
3478,,,True,True,True,,,,True,True,True,,,,,,,,True,,,,True,True,,,
3479,,True,True,True,,,,True,,,,True,True,,,True,,,True,,,True,,True,,,
3480,,,True,,,,,True,,True,,,True,,,True,,True,True,,,True,,,,,
3481,,,,,,True,,,,,,,,,,,,,True,,,,,,,,
3482,,True,True,,,,,True,,,,,,,,,,True,True,,,,,True,,,
3483,,,,True,,,,,,,,,,True,,,,,True,,,,,,True,,
3484,,True,True,True,True,,,True,,,True,True,,True,,,,True,True,,,,,True,,,
3485,,,True,True,,True,True,True,,True,,,True,,,,,,,,,True,,,,,True
3486,,,True,True,,,True,True,,,,,,,,,,True,True,,,,True,True,,,
3487,,,True,True,True,,,True,,,,,,,,,,,True,,,,,,,,True
3488,True,True,True,True,,,True,True,,True,,,True,,,,,True,True,,,,True,True,,True,True
3489,,,True,True,,,,,,,,,,,,,,,,,,,,,,,
3490,,True,True,True,,,,True,,,,,,,,True,,True,True,,True,,,True,,,True
3491,,True,True,True,,,,True,,,,,,,,,,,True,,,,,True,,,True
3492,,,True,,,,,True,,,,,,,,True,,True,True,,True,,,True,,,True
3493,True,True,True,True,True,,,True,,True,,True,True,,,True,,True,True,,,True,,True,,,
3494,,,True,True,,,,True,,True,,,True,True,,,,,True,,,,,,True,,True
3495,,,True,True,,,,True,,,True,,True,True,,,,,True,,,True,,True,,,True
3496,,,True,,True,True,,,,,True,,,,,,,,True,,True,,,,,,
3497,,,True,,True,,,True,True,True,,,,True,,,,,True,,,True,,,True,,
3498,,,True,True,,,,True,,True,,,,,,,,,,,,True,,,,,
3499,,,True,,,,,,,,,,,,,True,,True,True,,,,,True,,,True
3500,,,,True,,,,True,,True,,,,,,,,,True,,,,,,,,True
3503,,,True,True,,,,True,,,,,,True,,,,True,True,,True,,,True,True,,True
3504,,,True,,,True,,,,,,,,,,,,,True,,True,,,True,,,
3505,,,True,True,,,,,,,,,True,,,,,,True,,,,,,True,,
3506,,True,True,True,,,True,True,,,,,,,,,,,True,,,True,True,,,,
3507,,,True,,,,,,,,,,True,,,,,,True,,,,True,,,,True
3508,True,True,True,True,,,True,True,,True,,,,,,,,True,True,,,True,,,,,True
3509,,,True,True,,,,True,,,,,,,,,,True,True,,,,,,,,True
3510,,,True,True,,,,True,,,,,,,,,,,,,,,,,,,True
3511,,,True,,,True,,,,,,,,True,,,,,,,,,,,,,
3512,,,True,,,,,,,,,,,,,,,,True,,,,,,,,
3513,,True,True,True,,,True,True,,,True,,,,,,,True,True,,,,,True,,,
3514,True,True,True,,True,,,True,,,,True,,,,True,,True,True,,,True,,True,True,True,
3515,,True,True,True,,,True,True,,,True,,,,,,,True,True,,,True,,,,,
3516,,,True,,,,,True,,,,,,,,True,,,True,,True,True,,,,,
3517,,,True,True,True,,True,True,,True,,,,,,,,,True,,,,True,,,,True
3518,,,True,True,,,,True,,,,,,,,,,,True,,,,,True,,,
3519,,True,True,True,,,True,True,,,,,,,,,,,,,,,,,,,
3520,,,True,True,True,,,True,,,True,True,True,,,,,True,True,,,,True,,,,
3521,,,True,True,,,True,True,,True,,,,,,,,,True,,,,,True,,,
3522,,True,True,True,,,,True,,True,,,True,,,True,,True,True,,,,,True,,,True
3523,,True,,True,True,,,True,,,,,,,,,,,,,,True,,,,,
3524,,,True,True,,,,,,,,,,,,,,,,,,True,,,,,
3526,,,True,True,,,,True,,True,,,True,,,,,,True,,,,,,,,True
3527,,,True,True,,,,True,,,,True,,,,,,True,True,,,,,True,,,
3528,,True,True,,,,,,,True,,True,,True,,True,,True,True,True,True,,,True,True,,
3529,,True,True,,True,,,,,,,,,,,,,,True,,True,,,,,,
3530,True,,True,True,,,,True,,,,,,,,True,,True,True,,,,,True,True,,True
3531,,,True,True,True,,True,True,,True,,,,,,,,True,True,,,,,True,,,
3532,,,True,True,,,True,True,,,,,,,,,,,True,,,,,True,,,True
3533,,True,True,True,,,,True,,True,,,,,,True,,True,True,,True,,,True,,,True
3534,,,True,True,,,,,,,,,,True,,,,,True,,,,,,,,
3535,,,True,True,,,,,,,,,True,,,True,,,True,,,True,,,True,,
3537,,,True,True,,,,True,,,,,,,,,,True,True,,,True,True,,,,
3538,,,True,True,,,,True,,True,,,,,,,,,True,,True,,,True,,,True
3539,,True,True,,,,,,,,,True,,,,,,,True,,,,,True,,,
3540,,True,True,True,,,,True,,,,,True,,,True,,,True,,,True,,,,,
3541,,True,True,True,,,,,,,,True,,,,,,,True,,True,True,,,,,
3542,,,True,True,,,,,,,,,,,,,,,True,,,,,,,,
3543,True,,True,True,True,True,,,,,,,,True,,,,,True,True,,,,,True,,
3544,,True,True,,,,,,,,True,,,,,,,,True,,,,,True,,,
3545,,True,True,True,,,,True,,True,,True,,,,True,,,,,,True,,True,,,True
3546,,,True,True,,,,,,,,True,,,,,,True,True,,,,,,,,
3547,,,True,,,,,,,,True,,,,,,,,True,,,,,,,,
3548,,True,True,True,True,,,True,,True,,True,,,,,,,True,,True,True,,True,,,True
3549,,True,True,,,,,,,,,,,,,,,,,True,True,,,True,True,,
3550,,,True,True,,,True,True,,,,True,,,,,,,True,,,,,True,,,True
3552,,,True,,,True,,,,,True,,,True,,,,,True,,,,,,,,
3553,,,,,,,,,,,,,,,,,,,True,,,,,,,,
3554,,,True,True,True,,,True,True,,,,,True,,True,,,True,,True,True,,True,True,,
3555,,,True,True,,,True,True,,,,,,True,,True,,True,True,,,,True,True,,,True
3556,,True,True,,,,,,,,,,,,,,,True,True,,,,,True,,,
3557,,True,True,True,True,,,,True,,,,,,,True,,True,True,,True,,,True,,,
3558,,,True,,,,,,,,,,,True,,,,,True,,,,,,,,
3559,,,True,True,,,,True,,,,,,,,,,True,True,,,,,,,,
3560,,True,True,,,,,True,,True,,,,,,,,True,,,,,,,,,
3561,True,,True,True,,,True,,,True,,,,,,,,,True,,,,,True,,,True
3562,,,True,,,,,,,,True,,,True,,,,,True,,,,True,,True,,
3563,,,True,True,,,,True,,True,,,,True,,,,True,True,,,,,,,,
3564,,,True,True,,,True,True,,,,,,True,,,,True,True,,True,,True,True,,,True
3565,,,,,True,,,,,,,,,,,,,,True,,,,,,True,,
3566,,True,True,True,,True,,True,,True,,,,True,,True,,True,True,,True,,,True,,,True
3567,,True,True,True,,,,True,,,,,,True,,,,True,True,,,,,,,,True
3568,,,True,True,,,True,True,,True,,,,,,,,True,True,,,,,True,,,
3569,,,True,True,,,True,True,,,,,,,,,,True,True,True,,,,,True,,True
3570,,,True,True,,,,,,,,,,,,,,,True,,True,,,True,,,True
3571,True,True,True,True,,,True,True,,,,,,,,True,,True,True,,,True,,True,,,True
3572,,,True,True,,True,,,,,,,,True,,True,,,True,,True,,,,True,,
3573,,,True,True,,,,,,,,,,True,,,,,,,,True,,,True,,True
3574,,,True,True,,,True,True,,,,,,,,,,True,True,,,,,True,,,True
3575,,,True,True,,,,True,,,,,,,,,,True,True,,,,,,,,
3576,True,True,True,True,,,True,True,True,,True,,True,,,,,True,True,,,,,,,True,
3577,,True,True,True,,,,True,,,,,,,,True,,,True,,True,,,True,,,
3578,,,True,True,,,,True,,,,,,,,,,True,True,,,,,,,,True
3579,,,True,True,,,,True,,,,,,,,,,True,,,,,,True,True,,
3581,,,True,True,,,,True,,,True,,,,,True,,,True,,True,True,,True,,,
3583,,,True,True,,,,True,,,,,,,,,,,True,,,,,True,,,True
3584,,,True,,,,,,,,,,,,,,,,True,,,,,,,,
3585,,,True,True,,,,True,,,,,True,,,,,,True,,,,True,,,,
3586,,True,True,True,,,,True,,,,,,,,,,True,True,,,,,,,,
3587,,,True,True,,,,True,,,,,,,,,,,True,,,,,,,,
3588,,,True,True,,,True,True,,,,,,,,,True,,True,,,,,,,,
3589,,,True,True,,,,True,,,,,,,,,,,,,,,,,,,
3590,,True,True,,,,,,,,,,,,,,,,True,,,,,,,,
3591,,True,True,True,,,,True,,,,,,,,,,True,True,,,,,True,,,True
3592,,,True,,,True,,,,,True,,,True,,,,,True,True,,,,,True,,
3593,,,True,,,,,,,,,,,True,,,,,True,,True,True,,,,,
3594,,,True,True,True,,,True,,True,,,,,,,,,True,,True,,,True,,,True
3595,,,True,,,,,,,,,,,,,,True,,True,,,,,,,,
3596,,,True,,,,,True,,,True,,,,,,,,True,,,,,,,,
3597,,,True,True,,,,True,,True,,,,True,,,,True,True,True,,,,True,True,,
3598,,,True,,,,,,,,True,,,True,,,,,True,,,,,,,,
3599,,,True,,,,,,,,,,,True,,,,,,,,True,,,,,
3600,,,True,True,,True,True,True,,True,,,True,,,,,,,,,True,True,,,,True
3601,True,True,True,True,,,True,True,,True,,,True,True,,,,True,True,True,,,True,True,,True,True
3602,True,True,True,,,,True,True,,True,,,True,,,True,,,True,,,True,True,,,,
3603,,,True,,,,,,,,,,True,,,,,,True,,,,,True,,,
3604,,,True,,True,True,,,,,True,,,,,,,,True,,,,,True,,,
3605,,,True,True,,,True,,,,,,True,,,,,,True,,True,True,True,,,,
3606,,,True,True,,,True,True,,,,,,,,,,,True,,,,,,,,
3607,,,True,True,,,,True,,True,,,True,,,,,True,True,,True,True,,True,,,
3608,True,,True,,,,,,,True,,,,,,,,,True,,True,,,True,,,
3609,,,True,True,,True,,,,,,,True,,,,,True,True,,,,True,True,,,True
3610,,True,True,True,,,,True,,,,,,,,,,,True,,True,True,,,,,
3611,,,True,True,,,True,True,,,True,,,,,,,,True,,,,,,,,
3612,,True,True,True,,,True,True,,,,,True,,,,,True,True,,True,,True,True,,,
3613,,,True,True,True,,,True,,True,,,,,,,,,True,,True,,,True,,,True
3614,,True,True,True,,,True,True,,True,,,,,,,,,True,,,,True,True,,,True
3615,,,True,True,,,,True,,,,,,,,,,True,True,,,,True,True,,,True
3616,,,True,True,,,,True,,True,,,,,,,,True,True,,,,,True,,,
3617,,,True,True,,,,True,,True,,,,,,,,,,,,,True,,,,
3618,,,True,True,,,,True,,True,,,,,,,,True,True,,,,,True,,,True
3619,,True,True,True,True,,True,True,,,,True,,,,,,,True,,,,True,,,,
3620,,,True,True,,True,,True,,,,,,,,,,True,True,,,,,True,,,True
3621,,,True,True,,,,True,,,,,,,,,,,True,,,,,True,,True,
3622,,True,True,True,,,True,True,,True,,,,,,,,,True,,,True,True,True,,,True
3623,,True,True,True,,,True,True,,,,,,,,,,True,True,,,,,True,,,True
3624,,True,True,True,,True,True,,,True,,,True,,,,,,True,,,,True,True,,,
3626,,,True,True,,,True,True,,True,,,,,,,,True,True,,,,,True,,,True
3627,,,True,,,,,,,True,,,True,,,,,,True,,,True,,,,,
3628,,,True,True,,,True,True,,,True,,,,,,,True,True,,,,True,,,,True
3629,,,True,True,,,True,,,,,,,,,,,,True,,,,,,,,True
3630,,,True,,True,,,True,True,,,,,,,,,,True,True,True,True,,True,True,,True
3631,,,True,True,,,,True,,,,,,,,,,,True,,True,,,,,,True
3632,,,True,True,True,,True,True,True,,,,,,,,,,True,,,,,,,,True
3633,,True,True,True,,,True,,,,,True,,,,,,True,True,,,True,,True,,,True
3634,,True,True,True,,True,,True,,True,,True,,True,,,,True,True,,True,,,True,,,True
3635,,True,True,,,True,,,,True,True,True,True,,,True,True,True,True,,True,,,True,,True,
3636,,,True,,True,,,True,,,,,,,,,,,,,,,,,,,True
3637,,,True,,,True,,,,,,,True,,,True,,,True,,True,,,True,,,
3638,,,True,True,,,,True,,True,,,True,,,,,True,True,,,,,True,,,True
3639,True,True,True,,,,,True,,True,,,,,,True,,,True,,True,True,,,True,,True
3640,,,True,True,,,,True,,,,,,,True,,,,True,,,,,,,,
3641,,,True,,,,,,,,True,,,,,,,,,,,,,,,,
3642,,True,True,True,,,,,,,,True,,,,,,True,True,,,,,True,,,
3643,,,True,True,,,,True,,,,,,,,True,,,True,,True,,,True,,,True
3644,,,True,True,,,True,True,,True,,,,,,,,True,True,,,,True,True,,,True
3645,,,True,True,True,True,,True,,,,,,,,True,,,True,,,True,,True,,,True
3646,,,True,True,,,,,,,,True,True,,,,,,True,,,,True,,,,
3647,True,True,True,True,,True,,,,True,,True,,,,,,True,True,,,,,True,,,True
3648,,,True,True,,,,,,,,,True,True,,,,,True,,,,True,,,,True
3649,,,True,True,,True,,True,,,,,True,True,,,,True,True,,,,True,True,,,True
3650,,,True,,True,True,,,,,True,,,True,,,,,True,,,,,,True,,
3651,True,True,True,True,,True,,,,,,True,,,,,,True,True,,,,,True,,,True
3652,True,True,True,True,True,,True,True,,,True,True,,True,,,,,True,,,,,True,,,True
3653,,,True,True,,,True,True,,,,,,,,,,True,True,,,,,True,,,True
3654,,,True,,,,,,,,,,,True,,,,,True,,True,True,,,,,
3655,,,True,True,,,,True,,True,,,,True,,,,True,True,True,,,,True,True,,
3656,,,True,True,,,,True,,,,True,,,,,,True,True,,,,,True,,,
3657,True,,True,True,,,True,,,True,,,,,,,,,True,,,,,True,,,True
3658,,,True,True,,,,True,,True,,,True,True,,,,,True,,,,,,True,,True
3659,,True,True,True,,,,True,,,,,True,,,True,,,True,,,True,,,,,
3660,,,True,,,,,,,,,,,,,,True,,True,,,,,,,,
3661,,,True,True,,,,True,,,,True,,,,True,,True,True,,,,True,True,,,True
3662,,,True,True,,,,True,,True,,,True,True,,,,,True,,,,,,True,,True
3664,,,True,True,,,True,True,,,,,True,,,,,True,True,,,True,True,True,,,True
3665,,,True,,,,,,,,,,,True,,,,,True,,,,,,,,
3666,,True,True,True,True,,True,True,,,,True,,,,,,,True,,,,True,,,,
3667,,,True,True,,,,,,True,,,,,,True,,True,True,,,,True,True,,True,
3668,,True,True,True,,,True,True,,True,,,,,,,,,True,,,True,True,True,,,True
3669,,,True,,,,,True,,True,,,True,,,True,,True,True,,,True,,,,,
3670,,,True,,,,,True,,True,,,True,,,True,,True,True,,,True,,,,,
3671,,,True,True,,,,,,,True,,True,True,,True,,True,True,,,True,True,,,,
3672,,,True,True,,,,True,,,,,,True,,,,True,True,,True,,,True,True,,
3673,,,True,True,True,,True,True,,,,,,,,,,True,True,,,,,,,,True
3674,,True,True,True,,,,True,,,,,,,,,,True,,,,,,,,,True
3675,,True,True,,,,True,True,,,,,,,,,,,True,,,True,,,,,
3677,,True,True,True,,,,True,,,,True,,,,,,,,,,,,,,,
3678,,,True,,,True,,,,,True,,,True,,,,,True,,,,,,,True,
3679,,,True,True,True,,,True,,,,,,,,,,,True,,,,,True,,True,True
3680,,True,True,True,,,True,True,,,,,,True,,,,True,True,,,True,,True,,,True
3681,,,True,True,True,True,True,True,True,,,,,,,,,True,True,,True,,,True,,,True
3682,True,True,True,True,,,True,True,,,,True,,True,,,,True,True,True,,,,True,True,,True
3683,,,True,True,,,,True,,,,,,,,,,,True,,,,,True,,True,
3684,,,True,,,,,,,,True,,,,,,,,,,,,,,,,
3685,,,True,True,,,,True,,,,,,,,,,,True,,,,,,,,
3686,,True,True,True,,,,True,,,True,,True,,,,,True,True,,,,,,,,
3687,,True,True,True,,,,True,,,,,True,,,,,,True,,True,,,True,,,
3688,,,True,True,,,,True,,,,,True,,,,,,True,,,True,True,,,,True
3689,,True,True,True,,,True,True,,True,,,,,,,,,True,,,,,True,,,
3690,,,True,,,True,,,,,True,,,,,,,True,True,,,,,,,,
3691,True,,True,True,True,,,,,True,,,True,,,True,,True,True,,True,True,True,True,True,True,True
3692,True,,True,,,,,,,,,,,True,,True,,,True,,,,,True,,,
3693,,True,True,True,,True,,,True,,,,,True,,,,True,True,,True,,,True,,,True
3694,,,,,,,,,,,,,,,,,,,True,,,,,,,,
3695,,,True,True,True,,,True,,True,,,,,,,,,True,,True,,,,,,True
3696,,,,True,,,,,,,,,True,,,,,,,,,True,,True,,,
3697,,True,True,True,,,,True,,,,,,,,,,True,,,,,,,,,True
3698,,,True,,,True,,,,,True,,,True,,,,,True,,,,,,,,
3699,,,True,,,True,,,,,True,,,True,,,,,True,,,,,,,,
3700,,,True,,True,True,,,,,,,True,True,,True,True,,True,,,,,True,,True,
3702,,,True,True,,,,,,,,,True,,,,,True,True,,True,,,,,,
3703,True,,True,True,,,True,True,,True,,,,,,,,True,True,,,,,True,,True,
3705,,,True,,,,,,,True,True,,True,,,,True,,True,,,True,True,True,,True,
3706,,,True,True,,,,True,,,,,,,,,,,True,,,,,,,,
3707,True,True,True,True,True,,,True,True,True,,,True,,,,,True,True,,,,,,,,True
3708,,,True,True,,,,True,,,,,,,,,,,,,,,,,,,
3709,,True,True,True,,,,True,True,,,,True,,,True,,True,True,,True,,,True,,,True
3710,,,True,True,,,True,True,,True,,,,,,,,,True,,True,True,True,True,,,True
3711,,,True,True,,,True,True,True,True,,,,,,,,True,True,True,,True,,True,True,,True
3712,,,True,True,True,,,True,,,,,,,,,,,True,,,,,True,,,True
3713,,True,True,True,,,,,,,,,,True,,,,,True,,,,,,,,
3714,,,True,True,,,,True,,,,,,,,,,True,True,,,,,,,,
3715,,,True,,,,,,,,,,,True,,,,,True,,,,,,,,
3716,,True,True,True,,,True,True,,,,True,,,,,,,True,,,,,,,,True
3717,,,True,True,,,,True,True,,,,True,,,,,True,,,,True,,True,,,
3718,,,True,,True,,,True,,,,,,True,,,,,True,,,,,,True,,
3719,,True,,,,,,True,,True,,True,,,,,,,True,,,,,,,,
3720,,,True,True,,,True,True,,,,,,,,,,,True,,,,,True,,,
3721,,,True,True,,,True,True,True,,,,True,,,,,,True,,,,True,True,,,
3722,,,True,True,,,,True,,,,,,,,True,,,True,,,True,,,,,
3723,,,True,True,,,,True,,,True,,True,,,,,True,True,,True,True,,,,,
3724,,,True,True,,,True,,,True,,,True,,,,,True,True,,True,True,,,,,
3725,,True,True,,,True,,,,,,,,True,,,,,True,,,,,,True,,
3726,,,True,,,,,True,,,,,,,,,,,,,True,,,,,,
3727,,True,True,,,,True,,,,,,True,,,True,,,True,,True,True,,True,,,
3728,,,True,True,,,,,,,,,,,,,,,True,,,,,,,,
3730,,,True,True,,,True,,,True,,,,,,,,,True,,,,True,True,,,
3731,,,True,True,,,,True,,,,,True,,,,,True,True,,,,,,,,
3732,,,True,,,,,,,,,,,,,,,True,True,,,,,True,,,
3733,,,True,True,,,,,,,,,,,,,,True,,,,,,,,,
3734,,,True,True,True,,True,True,,,,,,,,,,True,True,,,,,,,,True
3735,,,True,,,,,,,,True,,,,,,,,True,,,,,,,,
3736,,,True,True,,,,,,,,,,,,,,True,,,,,,,,,
3737,,,True,,True,,,True,,,,,,True,,,,,True,,,,,,True,,
3738,,True,True,True,True,,,True,,,,True,,True,,,,True,True,,,,,True,,,True
3739,,,True,True,,,,True,,,,,,,,,,True,True,,,,,,,,True
3740,,,True,True,,,,True,,,,,True,,,True,,True,True,,,,,,,,
3741,,,True,True,,True,True,True,,,,,,True,,,,True,True,,,,,True,,,True
3742,,,True,True,True,,,True,,,,,,,,,,True,True,,True,True,,,,,True
3743,,,True,True,,,,True,,,,,,,,,,True,True,True,True,,,,True,,True
3744,,True,True,True,,,,,,,,,True,,,True,,True,True,,,True,,,,,True
3745,,True,True,True,,,,True,,True,True,,True,,,,,True,True,,,,True,True,,,True
3746,,True,True,,True,,,True,,True,,,True,,,,,,True,,,True,,,,,
3747,,,True,True,,,,True,,,,,True,,,,,,True,,,True,,,,,
3748,,,True,True,,True,,True,,,,,,,,,,,True,,,,,,,,
3749,,,True,,,,,,,True,,,True,,,True,,True,True,,True,True,,True,,,
3750,,,True,True,,,,True,,,,,,,,True,,True,True,,True,,,True,True,,True
3751,,,True,True,,,,True,,True,,,True,,,,,True,True,,,,True,True,,,True
3752,,True,True,True,,,,True,,,,True,,,,,,True,True,,,True,,True,,,True
3753,,,True,,,,,,,,,,,,,,,,True,,,,,,,,
3754,,,True,,,,,,,,True,,True,True,,,,,True,,,,,,True,,
3755,,True,True,,,True,,,,,,,,True,,,,,True,,True,True,,,True,,
3756,,,True,True,,,True,True,,,,,,,,,,,True,,True,,,,,,
3757,,True,True,True,,,True,True,,True,,True,,,,,,,True,,,,,True,,,
3758,,,True,,,True,,,,,,,,,,,,,True,,,,,,,True,
3759,,,True,True,,,,True,,True,,,True,,,,,True,True,,,,,,,,True
3760,,True,True,True,,,True,True,,,,,,,,,,,True,,True,,,True,,,True
3761,,,True,True,True,,,,,,,,,,,,,,True,,,,True,True,,,True
3762,,,True,,,True,,,,,,,,,,,,,True,,True,,,,,,
3763,,True,True,True,,True,,,,,,,,True,,,,,,True,,True,,,True,,
3764,,True,True,True,,True,,True,,,,,True,,,,True,,True,True,True,,,True,,,True
3765,,,True,True,,,,,,True,,,True,,,,,,True,,,,,True,True,,
3766,,,True,True,,True,,True,,,,,,,,,,,True,,,,,,,,
3767,,True,True,True,,,,True,True,,,,,,,,,,,,,,,,,,
3768,,,True,,True,,,,,,,,,,,,,,True,,,,,,,,
3769,,True,True,,,,True,,,True,,True,,,,,,,,,,,,True,,,
3770,,,True,True,,,,True,,,,True,,,,,,,True,,,,,True,,,True
3771,,True,True,True,True,,,True,,,,True,,,,,,,True,,,,,True,,,True
3772,True,,True,,,True,,True,,,,,,True,,,,,True,,,True,,,,,
3773,,,True,True,,,,True,,,,,,,,True,,True,True,,,True,,True,,,
3774,,,True,,,True,,,,,,,,,,,,,True,,,,,,,True,
3777,,True,True,True,,,,True,,,,,True,,,,,True,True,,,True,,True,,,
3778,,,True,True,,,True,,,,,,,,,,,,True,,,,,True,,,
3779,,,True,,,,,,,,,,,,,,,,,,,,,,,,
