user_id,company(1th),company(2th),company(3th),company(4th),company(5th),min_exp_time,max_exp_time,company_count_2018,company_count_2017,company_count_2016
8381,1801,709,709,709,709,201107,201810,1.0,2.0,2.0
8382,518,88,7751,4305,7751,201505,201808,2.0,6.0,8.0
8383,133,4149,,,,201408,201602,,,1.0
8384,5118,4083,4083,4305,4305,201609,201806,1.0,4.0,5.0
8385,1653,,,,,201807,201807,1.0,1.0,1.0
8386,8316,4816,8317,,,201707,201811,2.0,3.0,3.0
8387,5118,518,8239,,,201607,201809,1.0,2.0,3.0
8391,1099,1099,,,,200808,201101,,,
8392,207,,,,,201807,201807,1.0,1.0,1.0
8393,64,4305,7751,,,201606,201807,1.0,2.0,3.0
8394,1099,1099,,,,201004,201207,,,
8395,26,1414,159,,,201506,201712,,1.0,2.0
8397,1784,89,,,,201506,201509,,,
8399,89,264,8319,,,201606,201609,,,3.0
8400,8320,,,,,201406,201406,,,
8401,1099,4827,6849,41,441,201207,201802,1.0,1.0,2.0
8402,4402,8321,,,,200911,201610,,,1.0
8403,24,4305,,,,201509,201808,1.0,1.0,1.0
8404,207,850,8322,4115,,201308,201704,,1.0,1.0
8407,89,,,,,201102,201102,,,
8409,3407,3407,7943,4597,518,199604,201303,,,
8410,8292,6497,4792,740,5800,199411,201809,1.0,3.0,3.0
8411,7712,8097,8096,8098,8099,201301,201809,1.0,1.0,3.0
8413,8111,8114,8113,,,201611,201806,1.0,1.0,3.0
8414,1390,8157,518,,,200907,201303,,,
8415,7482,,,,,201709,201709,,1.0,1.0
8416,1099,1099,1099,1099,1562,200902,201612,,,1.0
8417,1521,1521,5118,,,200909,201805,1.0,1.0,1.0
8419,8144,8145,8146,8147,8148,201006,201811,2.0,3.0,4.0
8420,1099,1099,1099,1099,1099,199906,201703,,1.0,1.0
8421,8325,945,2386,2954,8326,200906,201809,1.0,2.0,2.0
8422,901,901,8327,41,4305,201206,201808,1.0,2.0,2.0
8423,1099,1099,1099,4119,1435,200706,201406,,,
8424,1099,4827,4827,1605,,200910,201704,,1.0,2.0
8425,939,3316,939,740,432,200601,201801,1.0,2.0,2.0
8426,26,713,1647,88,,201408,201802,1.0,2.0,3.0
8427,8328,6742,,,,201102,201401,,,
8428,26,1201,7466,7467,,200909,201805,1.0,1.0,2.0
8429,6127,1939,,,,199806,200903,,,
8430,1472,1084,89,1239,1456,200511,201406,,,
8431,726,,,,,201601,201601,,,1.0
8432,1532,3585,512,1941,3776,200709,201703,,1.0,1.0
8433,1099,1099,268,4539,,200503,201703,,1.0,1.0
8434,264,264,8330,4305,,201509,201809,2.0,3.0,3.0
8435,1653,1631,,,,201312,201708,,1.0,1.0
8436,838,838,,,,201310,201612,,,1.0
8437,7862,1344,4305,8331,1235,201401,201806,1.0,3.0,3.0
8438,1099,1653,34,,,201207,201708,,1.0,1.0
8439,1099,1099,88,,,201008,201206,,,
8440,7463,89,89,4305,4305,200404,201805,2.0,3.0,3.0
8441,1099,1099,1099,89,4149,200806,201701,,1.0,1.0
8443,699,4818,89,839,88,200705,201308,,,
8445,8086,8272,8334,,,201702,201811,1.0,3.0,3.0
8446,3048,4305,196,1805,8335,201508,201805,1.0,1.0,4.0
8447,1099,1099,518,,,200906,201307,,,
8448,1099,1099,,,,201004,201207,,,
8450,123,8166,1280,1805,5668,200906,201711,,1.0,2.0
8451,7835,1653,1653,32,,201306,201809,1.0,2.0,2.0
8453,8210,8210,1653,740,8338,200412,201811,2.0,2.0,2.0
8454,1099,1099,32,1647,,201004,201807,1.0,2.0,2.0
8455,268,6872,,,,201202,201510,,,
8456,8339,,,,,201803,201803,1.0,1.0,1.0
8457,7986,,,,,201011,201011,,,
8458,84,3148,713,8340,4119,200810,201604,,,1.0
8459,1337,8341,8342,,,201508,201803,1.0,2.0,2.0
8460,8292,6497,4792,740,3336,199411,201809,1.0,3.0,3.0
8461,1247,4305,8343,563,1074,201006,201505,,,
8462,8346,1814,,,,201502,201709,,1.0,1.0
8463,1099,1099,1747,8347,1947,201107,201808,1.0,2.0,2.0
8464,6265,,,,,200606,200606,,,
8465,3048,2375,,,,201305,201805,1.0,1.0,1.0
8466,3511,1074,8348,,,200805,201809,1.0,1.0,1.0
8467,1480,8197,8198,8199,1480,200706,201808,1.0,4.0,4.0
8468,7712,8096,8097,8098,8099,201301,201809,1.0,1.0,3.0
8469,3407,3407,7943,4597,518,199604,201303,,,
8470,8111,8114,8113,,,201611,201806,1.0,1.0,3.0
8471,7482,,,,,201709,201709,,1.0,1.0
8472,2188,8349,2188,726,7943,200106,201803,1.0,1.0,1.0
8473,7712,8096,8097,8098,8099,201301,201809,1.0,1.0,3.0
8474,4743,,,,,200607,200607,,,
8475,4816,4816,4816,4816,4816,200409,201604,,,1.0
8476,7482,,,,,201709,201709,,1.0,1.0
8477,6127,1939,,,,199806,200903,,,
8478,7463,89,89,4305,4305,200404,201805,2.0,3.0,3.0
8479,8351,314,,,,201206,201711,,1.0,1.0
8481,7482,,,,,201709,201709,,1.0,1.0
8485,726,749,,,,201506,201509,,,
8488,8355,,,,,201803,201803,1.0,1.0,1.0
8490,518,,,,,201808,201808,1.0,1.0,1.0
8491,1715,26,,,,201305,201704,,1.0,1.0
8492,1343,7782,8356,,,201607,201801,1.0,2.0,3.0
8493,1435,4305,518,,,201608,201702,,1.0,3.0
8494,89,89,8357,716,,201408,201611,,,1.0
8495,89,89,1023,,,201606,201710,,1.0,3.0
8496,5668,7925,278,3082,8139,201006,201811,2.0,2.0,3.0
8497,159,,,,,201808,201808,1.0,1.0,1.0
8498,1805,,,,,201807,201807,1.0,1.0,1.0
8499,89,518,89,8360,,201605,201803,1.0,2.0,4.0
8500,89,8361,8361,1074,5273,201606,201807,1.0,3.0,5.0
8501,1495,268,8362,8020,,200807,201602,,,1.0
8502,26,34,,,,201705,201709,,2.0,2.0
8503,563,563,,,,201512,201605,,,1.0
8504,959,1805,740,1074,340,201108,201703,,1.0,2.0
8505,8292,6497,4792,740,5800,199411,201809,1.0,3.0,3.0
8508,758,,,,,201811,201811,1.0,1.0,1.0
8509,88,89,4661,,,201706,201803,1.0,3.0,3.0
8510,1562,1562,,,,201010,201010,,,
8511,8363,519,1629,8285,,201410,201807,1.0,1.0,1.0
8515,34,34,34,4572,3616,201106,201705,,1.0,1.0
8516,89,89,4305,4827,518,201006,201506,,,
8517,89,89,5965,,,201702,201807,2.0,3.0,3.0
8518,306,308,,,,201802,201811,2.0,2.0,2.0
8519,7518,7518,,,,201708,201802,1.0,2.0,2.0
8520,1074,1074,,,,201501,201506,,,
8521,1259,1456,,,,201706,201811,1.0,2.0,2.0
8522,89,89,89,8365,,200308,201610,,,1.0
8523,34,34,34,268,,201101,201805,1.0,1.0,2.0
8525,1715,1182,518,138,,201606,201812,1.0,3.0,4.0
8526,207,207,5011,1223,,201307,201801,1.0,1.0,2.0
8527,951,740,1715,,,201311,201801,1.0,1.0,2.0
8528,89,547,,,,201706,201801,1.0,2.0,2.0
8529,3362,1165,3725,3913,,201308,201603,,,1.0
8530,398,5011,,,,201605,201707,,1.0,2.0
8531,1562,740,1833,,,201002,201607,,,2.0
8532,1521,,,,,201507,201507,,,
8533,726,305,89,88,,201108,201511,,,
8534,517,26,,,,201606,201809,1.0,1.0,2.0
8535,1653,8367,8367,740,,201701,201806,2.0,4.0,4.0
8536,890,2263,122,,,201306,201703,,1.0,2.0
8537,89,,,,,201203,201203,,,
8538,8368,8368,,,,201606,201709,,1.0,2.0
8539,89,34,89,,,201807,201811,3.0,3.0,3.0
8540,88,1715,,,,201408,201507,,,
8541,3812,,,,,201608,201608,,,1.0
8542,1747,1747,548,,,201208,201806,1.0,2.0,2.0
8543,5797,8369,,,,201606,201706,,1.0,2.0
8544,26,4305,7482,,,201709,201806,1.0,3.0,3.0
8545,3293,951,3052,8371,88,201308,201802,1.0,3.0,4.0
8546,1390,7134,8372,,,201404,201612,,,2.0
8547,3293,1380,32,1023,,201101,201804,1.0,2.0,2.0
8548,517,518,,,,201007,201212,,,
8549,1711,89,,,,201707,201806,1.0,2.0,2.0
8550,8373,1247,,,,201706,201712,,2.0,2.0
8552,945,699,8375,,,201607,201811,1.0,2.0,3.0
8554,89,89,7171,35,,201406,201709,,1.0,3.0
8555,8377,4202,34,89,8378,201306,201705,,1.0,3.0
8556,7518,713,439,,,201708,201808,2.0,3.0,3.0
8557,8379,88,64,64,,201506,201812,2.0,3.0,3.0
8558,3362,8014,740,,,201208,201603,,,1.0
8561,89,1026,,,,201708,201709,,2.0,2.0
8562,839,,,,,201411,201411,,,
8563,7647,7647,1156,8384,1521,201307,201809,1.0,2.0,4.0
8564,8385,,,,,201806,201806,1.0,1.0,1.0
8565,8386,1223,,,,201408,201811,1.0,1.0,1.0
8567,89,4305,89,3614,1074,200704,201206,,,
8568,8020,89,89,89,5118,201606,201809,2.0,5.0,6.0
8569,518,990,1631,,,201708,201808,2.0,3.0,3.0
8570,517,,,,,201806,201806,1.0,1.0,1.0
8571,7683,,,,,201807,201807,1.0,1.0,1.0
8572,4770,,,,,201807,201807,1.0,1.0,1.0
8573,1259,1829,8388,1343,89,201208,201712,,1.0,2.0
8574,8389,8390,,,,201806,201807,2.0,2.0,2.0
8575,518,,,,,201408,201408,,,
8576,7805,,,,,201806,201806,1.0,1.0,1.0
8577,1653,7795,4202,4457,,201507,201707,,1.0,3.0
8578,399,709,,,,201707,201807,1.0,2.0,2.0
8579,1036,1074,3616,3451,,201108,201512,,,
8581,7647,1653,1653,931,8391,200809,201809,2.0,3.0,4.0
8583,89,89,1785,,,201706,201810,2.0,3.0,3.0
8584,518,4305,,,,201609,201708,,1.0,2.0
8585,8393,7792,,,,201706,201805,1.0,2.0,2.0
8586,3362,740,177,,,201008,201201,,,
8587,839,8394,,,,201211,201411,,,
8588,89,1414,,,,201707,201801,1.0,2.0,2.0
8589,89,207,207,1113,4543,200912,201808,2.0,2.0,2.0
8590,89,7400,518,1814,,201107,201711,,1.0,1.0
8591,563,4305,7932,4305,8397,200709,201607,,,1.0
8592,8399,8292,8400,1653,1099,200902,201711,,2.0,3.0
8594,7518,7518,,,,201708,201805,1.0,2.0,2.0
8595,860,726,,,,201707,201807,1.0,2.0,2.0
8597,4305,1346,1346,89,,201605,201809,1.0,3.0,4.0
8599,658,989,3326,8403,518,201508,201802,2.0,2.0,3.0
8600,8405,,,,,201709,201709,,1.0,1.0
8601,1346,8406,,,,201606,201702,,1.0,2.0
8602,1343,990,8407,4305,,201409,201808,2.0,2.0,2.0
8603,1562,1947,,,,201002,201111,,,
8604,89,7706,,,,201706,201801,1.0,2.0,2.0
8605,4305,960,88,,,201608,201806,1.0,2.0,3.0
8607,3846,,,,,201802,201802,1.0,1.0,1.0
8608,7956,,,,,201806,201806,1.0,1.0,1.0
8609,1647,32,990,1343,,201408,201708,,1.0,2.0
8610,173,,,,,201807,201807,1.0,1.0,1.0
8611,839,563,7531,547,4305,200709,201411,,,
8613,89,7630,7631,,,201408,201607,,,1.0
8615,7634,7632,7635,,,201410,201606,,,1.0
8617,4913,2158,960,,,201207,201410,,,
8618,89,1137,,,,201608,201703,,1.0,2.0
8619,1631,,,,,201502,201502,,,
8620,5118,,,,,201806,201806,1.0,1.0,1.0
8621,890,,,,,201806,201806,1.0,1.0,1.0
8622,88,931,4277,1223,8412,201606,201809,1.0,3.0,5.0
8623,4913,,,,,201806,201806,1.0,1.0,1.0
8624,713,3847,850,,,201509,201803,1.0,2.0,2.0
8625,517,8413,8414,8002,517,201208,201711,,1.0,1.0
8626,518,6739,6739,,,201707,201808,1.0,3.0,3.0
8628,518,,,,,201807,201807,1.0,1.0,1.0
8629,89,8415,89,4305,88,201406,201610,,,1.0
8630,4859,4305,713,850,6971,201206,201710,,1.0,1.0
8631,89,1829,1373,8416,,201008,201811,1.0,1.0,1.0
8632,1182,4305,8123,,,201606,201806,2.0,2.0,3.0
8633,1113,4305,,,,200809,201008,,,
8635,4620,1127,338,1429,133,201006,201807,1.0,2.0,3.0
8636,89,89,740,740,,200307,200703,,,
8637,1643,4818,749,89,843,200706,201411,,,
8639,4766,,,,,200410,200410,,,
8640,24,,,,,201608,201608,,,1.0
8641,89,7389,7389,517,1346,201107,201701,,1.0,2.0
8642,839,,,,,201806,201806,1.0,1.0,1.0
8643,839,,,,,201511,201511,,,
8644,8368,7684,7805,8417,4305,201509,201809,2.0,3.0,5.0
8646,517,,,,,201605,201605,,,1.0
8649,1637,1346,512,,,201001,201308,,,
8650,89,194,1026,3520,7869,200806,201807,1.0,3.0,3.0
8651,726,681,34,681,207,201408,201806,2.0,3.0,5.0
8652,89,26,740,1814,1629,200708,201402,,,
8653,89,1941,1941,1099,4305,200807,201706,,1.0,1.0
8655,441,8420,1474,6158,,200804,201304,,,
8656,7518,26,,,,201706,201807,1.0,2.0,2.0
8657,967,1046,8366,3484,,201608,201812,2.0,3.0,4.0
8660,1435,699,709,4305,,201309,201804,1.0,1.0,1.0
8661,5118,547,4305,4305,,201506,201809,2.0,2.0,3.0
8663,2297,2297,8422,,,201204,201705,,1.0,1.0
8664,4913,4913,8423,4305,,199309,200011,,,
8666,517,4543,,,,201609,201809,1.0,1.0,2.0
8667,4811,4305,4816,1074,8424,201606,201810,3.0,4.0,5.0
8668,89,,,,,200009,200009,,,
8669,89,7835,,,,201807,201812,2.0,2.0,2.0
8670,1414,5118,518,,,200906,201303,,,
8671,563,,,,,201309,201309,,,
8672,563,1233,8425,,,200902,201103,,,
8673,839,,,,,201203,201203,,,
8675,1154,4357,622,8427,6111,201507,201709,,2.0,3.0
8677,4305,4305,4305,7482,4305,201602,201803,1.0,4.0,6.0
8679,699,207,,,,201305,201604,,,1.0
8681,484,89,,,,201706,201807,1.0,2.0,2.0
8683,8351,314,,,,201206,201711,,1.0,1.0
8684,88,8368,,,,201706,201808,1.0,2.0,2.0
8685,35,1023,,,,201010,201109,,,
8686,89,517,8428,1814,88,200606,201706,,1.0,1.0
8688,89,,,,,201607,201607,,,1.0
8689,1930,,,,,201806,201806,1.0,1.0,1.0
8690,518,,,,,201607,201607,,,1.0
8692,850,8429,4305,,,200709,201704,,1.0,1.0
8693,3407,3407,7943,4597,518,199604,201303,,,
8694,89,,,,,200505,200505,,,
8695,1456,1562,518,,,200906,201210,,,
8697,1562,,,,,201008,201008,,,
8698,7459,563,7461,,,200509,201509,,,
8700,517,1074,1074,4305,518,201307,201710,,1.0,2.0
8701,7922,7920,,,,201306,201506,,,
8702,1562,1562,1390,1346,,200707,201408,,,
8703,7482,,,,,201709,201709,,1.0,1.0
8704,268,1607,441,519,,201108,201707,,1.0,1.0
8705,1715,544,518,548,,201306,201809,1.0,2.0,2.0
8706,3362,3955,7405,3442,,200901,201402,,,
8707,517,,,,,201305,201305,,,
8708,517,850,26,,,201401,201610,,,1.0
8709,7927,563,563,4305,7928,200609,201803,1.0,1.0,1.0
8710,1715,26,,,,201305,201704,,1.0,1.0
8711,7925,3113,1435,89,,201501,201812,2.0,2.0,3.0
8712,1607,1231,1805,268,1941,200904,201810,2.0,3.0,4.0
8713,89,89,8357,716,,201408,201611,,,1.0
8714,89,1814,8372,429,,201307,201808,1.0,1.0,1.0
8715,944,35,942,,,201212,201804,1.0,2.0,2.0
8716,89,33,6739,4572,8222,200702,201803,1.0,2.0,2.0
8717,1060,1060,7674,,,200908,201604,,,1.0
8718,713,713,,,,201508,201602,,,1.0
8719,1532,,,,,201708,201708,,1.0,1.0
8720,26,34,,,,201705,201709,,2.0,2.0
8721,944,8431,8431,,,201508,201708,,1.0,2.0
8722,89,89,89,713,1390,199906,201806,1.0,1.0,1.0
8723,89,544,5118,,,200202,200703,,,
8724,1113,1113,1113,,,200312,201309,,,
8725,88,3846,,,,201610,201704,,1.0,2.0
8726,3362,563,4305,1099,8432,199707,200601,,,
8727,2297,740,,,,201304,201504,,,
8728,89,89,4305,4827,518,201006,201506,,,
8729,4305,8433,88,4305,,201402,201609,,,1.0
8730,7991,8019,4637,4419,8055,201301,201801,1.0,1.0,2.0
8731,517,7734,518,1715,,200607,201401,,,
8732,1562,1562,1562,,,201212,201512,,,
8733,441,713,944,944,1224,201208,201610,,,1.0
8734,7617,7617,159,8417,,201001,201701,,1.0,1.0
8735,1643,5118,,,,200906,201505,,,
8736,439,314,35,8434,3701,200908,201605,,,1.0
8737,4032,4032,4594,4597,340,200709,201811,1.0,1.0,1.0
8738,519,518,518,518,4305,200609,201412,,,
8739,1643,1643,4658,35,,201006,201609,,,1.0
8740,1456,3488,,,,200909,201202,,,
8741,1562,1562,1562,1390,8435,199205,201801,1.0,1.0,2.0
8742,944,989,,,,201008,201308,,,
8743,1643,2964,517,960,518,201108,201505,,,
8744,89,4305,2789,1605,,201308,201709,,1.0,1.0
8745,518,32,709,1343,4597,200702,201704,,1.0,1.0
8746,1285,1285,4305,,,201304,201609,,,1.0
8747,781,781,,,,200605,201201,,,
8748,1605,,,,,201611,201611,,,1.0
8749,159,6349,1390,,,201306,201801,1.0,2.0,2.0
8750,5118,5118,264,5118,,201306,201811,1.0,1.0,1.0
8751,305,89,310,8437,740,201005,201803,1.0,1.0,2.0
8752,89,902,125,125,,200506,201509,,,
8753,4305,,,,,200809,200809,,,
8754,1456,944,,,,201307,201703,,1.0,1.0
8755,1074,1715,518,,,201406,201602,,,1.0
8756,89,,,,,200505,200505,,,
8757,1754,1562,1562,89,313,200906,201809,1.0,1.0,1.0
8758,89,4782,,,,201510,201606,,,1.0
8759,89,740,740,,,201107,201412,,,
8760,35,35,806,35,1562,200803,201310,,,
8761,4827,4306,4306,,,200906,201802,1.0,1.0,1.0
8762,1259,5668,740,,,201308,201801,1.0,1.0,1.0
8764,1113,,,,,201510,201510,,,
8765,268,1165,,,,201306,201703,,1.0,1.0
8766,308,1562,,,,201307,201709,,1.0,1.0
8767,1562,1947,,,,201002,201111,,,
8768,7991,,,,,201805,201805,1.0,1.0,1.0
8769,32,931,5118,7955,,199803,201706,,1.0,2.0
8770,1456,1456,1456,1456,4231,200606,201307,,,
8771,512,1165,84,8361,,201408,201702,,1.0,2.0
8772,7283,4305,,,,201209,201502,,,
8773,1113,,,,,200006,200006,,,
8774,26,26,26,26,,200707,201601,,,1.0
8775,3749,1327,151,8438,4305,200308,201811,1.0,2.0,3.0
8776,32,1653,3148,,,201412,201804,1.0,1.0,2.0
8777,699,818,264,818,264,200808,201709,,1.0,2.0
8778,1456,268,,,,200509,201010,,,
8779,7906,264,264,264,548,201306,201801,1.0,1.0,2.0
8780,89,4686,6489,196,,201403,201805,1.0,1.0,3.0
8781,900,900,900,900,,201209,201811,1.0,2.0,3.0
8782,4983,89,7961,89,89,199510,200709,,,
8783,3585,26,5708,441,740,200906,201308,,,
8784,1165,570,,,,201606,201703,,1.0,2.0
8785,34,34,34,34,3616,200806,201804,1.0,1.0,2.0
8786,517,1605,,,,200701,201005,,,
8787,35,35,35,35,,201410,201810,1.0,1.0,2.0
8788,207,706,1354,3305,8439,200809,201509,,,
8789,89,,,,,200402,200402,,,
8790,699,699,2158,,,200906,201807,1.0,1.0,1.0
8791,517,,,,,201508,201508,,,
8792,441,8440,7246,5668,,201301,201604,,,1.0
8793,1456,8441,3407,,,200803,201308,,,
8794,8443,8444,,,,200211,200410,,,
8795,8445,,,,,201508,201508,,,
8796,517,,,,,201404,201404,,,
8797,890,314,3511,376,8447,200306,201706,,1.0,1.0
8798,1495,1495,1495,546,,200803,201811,1.0,1.0,2.0
8799,4220,,,,,201805,201805,1.0,1.0,1.0
8800,3002,,,,,201610,201610,,,1.0
8801,34,34,34,34,207,200202,201805,1.0,2.0,3.0
8802,517,1074,1074,4305,518,201307,201710,,1.0,2.0
8803,1259,2990,1474,403,403,201207,201804,1.0,2.0,3.0
8804,89,3408,3408,88,,201302,201606,,,1.0
8805,8418,125,,,,201202,201303,,,
8807,1562,7191,,,,200106,201811,1.0,1.0,1.0
8808,840,1272,3549,26,,201310,201702,,1.0,2.0
8809,34,8451,518,,,201002,201205,,,
8810,7459,563,7461,,,200509,201509,,,
8812,5668,7925,278,3082,8139,201006,201811,2.0,2.0,3.0
8813,8453,8453,,,,201004,201801,1.0,1.0,1.0
8814,3407,3407,7943,4597,518,199604,201303,,,
8815,890,7080,1647,4597,,201002,201702,,1.0,1.0
8816,8292,6497,4792,740,3336,199411,201809,1.0,3.0,3.0
8817,7922,7920,,,,201306,201506,,,
8818,306,308,,,,201802,201811,2.0,2.0,2.0
8819,7482,,,,,201709,201709,,1.0,1.0
8820,7663,4805,7663,7664,7663,199301,200610,,,
8821,1456,,,,,200807,200807,,,
8822,1456,,,,,201004,201004,,,
8823,89,89,89,713,1390,199906,201806,1.0,1.0,1.0
8824,89,89,89,89,89,200008,201208,,,
8825,4959,4959,3820,,,199409,201601,,,1.0
8826,740,34,1099,1099,1099,200301,201407,,,
8827,1562,1562,1562,1390,8435,199205,201801,1.0,1.0,2.0
8828,1456,1456,1456,1456,4231,200606,201307,,,
8829,1456,268,,,,200509,201010,,,
8830,900,900,900,900,,201209,201811,1.0,2.0,3.0
8831,1562,1562,1390,1346,,200707,201408,,,
8832,4981,2152,8454,35,35,199306,201709,,1.0,2.0
8833,4983,89,7961,89,89,199510,200709,,,
8834,207,4463,740,,,200906,201706,,1.0,1.0
8835,1456,1456,1456,1456,1456,200807,201711,,1.0,1.0
8836,890,1456,2652,726,1612,200509,201807,1.0,1.0,2.0
8837,8456,5118,8457,,,201106,201704,,1.0,1.0
8839,3464,,,,,201008,201008,,,
8840,8292,305,890,305,88,201107,201812,2.0,2.0,3.0
8841,7482,,,,,201709,201709,,1.0,1.0
8842,7922,7920,,,,201306,201506,,,
8843,7663,4805,7663,7664,7663,199301,200610,,,
8844,7922,7920,,,,201306,201506,,,
8845,7459,563,7461,,,200509,201509,,,
8846,7663,4805,7663,7664,7663,199301,200610,,,
8847,89,7630,7631,,,201408,201607,,,1.0
8848,1930,,,,,201806,201806,1.0,1.0,1.0
8849,7922,7920,,,,201306,201506,,,
8850,518,518,518,,,201506,201607,,,2.0
8851,8458,5632,7804,518,,200906,201503,,,
8852,1099,,,,,201201,201201,,,
8853,518,5118,,,,200612,201207,,,
8855,518,4305,4305,1715,,201706,201806,2.0,4.0,4.0
8856,6322,726,726,517,1562,200806,201807,2.0,2.0,3.0
8857,7508,7792,563,563,,201406,201810,1.0,1.0,2.0
8858,8460,41,8461,1317,8462,201510,201808,2.0,3.0,5.0
8859,7508,7792,89,8463,8464,200707,201810,1.0,2.0,3.0
8860,88,88,88,,,200908,201506,,,
8862,518,8467,517,4305,1346,200906,201703,,1.0,1.0
8863,2918,889,3585,551,7716,201108,201701,,1.0,1.0
8864,88,,,,,200709,200709,,,
8865,518,518,7112,8468,740,201006,201712,,1.0,1.0
8866,4357,518,4357,,,201506,201708,,1.0,2.0
8867,88,5046,,,,201711,201804,1.0,2.0,2.0
8868,8328,4305,340,,,201705,201807,2.0,3.0,3.0
8869,806,1165,,,,201606,201707,,1.0,2.0
8870,518,4305,1390,,,201706,201808,1.0,3.0,3.0
8872,518,1605,4967,,,200706,201202,,,
8873,1074,,,,,201808,201808,1.0,1.0,1.0
8874,1346,1346,1715,518,518,201208,201804,1.0,1.0,2.0
8875,8020,4305,,,,201509,201809,1.0,1.0,1.0
8876,3611,41,4789,3478,,201204,201805,1.0,1.0,1.0
8877,1314,,,,,201806,201806,1.0,1.0,1.0
8878,726,5118,518,3616,,201306,201702,,1.0,1.0
8879,89,89,4305,,,201710,201810,2.0,3.0,3.0
8882,518,518,1715,,,201606,201809,1.0,2.0,3.0
8883,4305,518,8469,,,201506,201709,,1.0,2.0
8885,3955,924,,,,200801,200905,,,
8886,7508,7792,8384,1521,4305,201308,201810,1.0,1.0,3.0
8887,518,518,88,,,201306,201611,,,1.0
8888,1343,8470,726,3725,,201407,201809,1.0,2.0,2.0
8889,518,518,4305,3736,,201206,201602,,,1.0
8890,7508,7792,7038,281,547,201406,201810,2.0,2.0,4.0
8891,518,4305,4305,,,201402,201808,1.0,1.0,2.0
8892,518,1409,518,,,200807,201506,,,
8893,518,1715,518,,,201006,201203,,,
8894,88,88,88,,,200803,201810,1.0,1.0,2.0
8895,64,740,,,,201102,201303,,,
8896,88,4815,8471,4305,,201701,201803,1.0,4.0,4.0
8897,1099,4305,,,,201802,201806,2.0,2.0,2.0
8898,518,8472,8473,740,,201307,201702,,1.0,2.0
8900,314,,,,,201806,201806,1.0,1.0,1.0
8901,933,,,,,201806,201806,1.0,1.0,1.0
8902,518,518,740,,,201406,201604,,,1.0
8903,518,1399,4594,518,,201108,201605,,,1.0
8904,88,1074,7795,,,201606,201811,1.0,2.0,3.0
8905,8474,4305,,,,201009,201201,,,
8906,173,8475,,,,201806,201808,2.0,2.0,2.0
8907,518,,,,,201701,201701,,1.0,1.0
8908,1113,4305,,,,201802,201808,2.0,2.0,2.0
8909,32,8024,1317,,,201506,201811,1.0,1.0,2.0
8910,518,3616,,,,201109,201501,,,
8911,518,518,2158,4305,,200909,201407,,,
8912,8476,5118,89,,,201606,201811,1.0,2.0,3.0
8913,518,7734,,,,201706,201806,1.0,2.0,2.0
8914,839,518,7580,,,201609,201806,1.0,2.0,3.0
8915,8477,7771,4305,518,8126,201206,201711,,1.0,1.0
8916,8478,,,,,201806,201806,1.0,1.0,1.0
8917,1223,,,,,201708,201708,,1.0,1.0
8918,1784,,,,,201806,201806,1.0,1.0,1.0
8919,1564,4305,1605,7531,,201406,201811,1.0,1.0,1.0
8920,7508,7792,8166,5668,4782,201408,201810,2.0,3.0,3.0
8921,88,518,8378,177,,201208,201810,1.0,1.0,1.0
8922,88,89,518,,,201706,201812,1.0,3.0,3.0
8923,1605,5118,,,,201212,201809,1.0,1.0,1.0
8924,8315,88,88,,,201803,201810,3.0,3.0,3.0
8925,518,5118,4305,,,201009,201809,1.0,1.0,1.0
8926,518,5118,,,,201807,201808,2.0,2.0,2.0
8927,490,4893,4305,,,201710,201811,2.0,3.0,3.0
8928,8479,8479,88,518,398,201107,201606,,,1.0
8929,518,89,7580,88,3020,201605,201810,1.0,2.0,5.0
8930,32,1099,1814,2263,4305,201305,201605,,,1.0
8931,4305,4305,,,,201609,201809,1.0,1.0,2.0
8932,4987,,,,,200801,200801,,,
8933,88,1654,4305,,,201201,201503,,,
8934,1023,1023,7482,1023,1427,201007,201707,,2.0,4.0
8935,3020,4305,4202,,,201706,201807,2.0,3.0,3.0
8936,1771,8480,518,6686,,201008,201302,,,
8937,88,1346,1346,,,201308,201610,,,1.0
8938,89,,,,,201809,201809,1.0,1.0,1.0
8939,518,1346,32,,,201311,201707,,1.0,1.0
8941,951,1472,1590,1590,41,201007,201805,1.0,1.0,2.0
8942,518,,,,,201611,201611,,,1.0
8943,89,,,,,201806,201806,1.0,1.0,1.0
8944,518,4305,518,4305,518,201402,201807,1.0,1.0,3.0
8946,518,1715,8482,,,201408,201707,,1.0,2.0
8947,517,,,,,201809,201809,1.0,1.0,1.0
8948,1156,518,,,,201406,201808,1.0,1.0,1.0
8950,88,518,,,,201506,201507,,,
8951,41,41,41,41,,200709,201312,,,
8952,518,758,518,4305,5046,201509,201811,4.0,5.0,5.0
8953,518,518,518,,,201506,201607,,,2.0
8954,8410,88,88,8314,,201706,201809,3.0,4.0,4.0
8955,41,,,,,201607,201607,,,1.0
8956,518,518,518,836,,201506,201607,,,2.0
8958,518,196,518,,,201508,201703,,1.0,2.0
8959,518,518,1074,8483,,201106,201402,,,
8960,518,1074,518,1074,,201208,201508,,,
8961,4305,2297,3885,,,201606,201709,,1.0,3.0
8962,518,4096,4305,,,201702,201812,1.0,3.0,3.0
8963,518,726,5118,,,201410,201702,,2.0,2.0
8964,517,726,7546,,,201409,201709,,2.0,2.0
8965,519,,,,,201808,201808,1.0,1.0,1.0
