user_id,associate degree,bachelor degree,master's degree,others,phd
9491,,top1000tr,,others,
9492,,top1000tr,,,
9493,,top1000tr,,,
9494,,others,,top1000tr,
9495,,top1000tr,,,
9496,,top1000tr,,others,
9497,,others,,,
9498,,top1000tr,,,
9499,top30tr,top1000tr,,,
9500,,top1000tr,,,
9501,,top1000tr,top30tr,,
9502,,top1000tr,,,
9503,,,,top1000tr,
9504,,,,top1000tr,
9505,,top1000tr,,,
9507,,top30tr,,,
9508,,top1000tr,,,
9509,,top1000tr,top1000tr,,
9510,,top1000tr,,,
9511,,top1000tr,,,
9512,,top1000tr,,top30tr,
9513,,,top1000tr,,
9514,,top1000tr,,,
9515,,top1000tr,,,
9516,,top1000tr,top1000tr,others,
9517,,top30tr,,top1000tr,
9518,,top30tr,,,
9519,,top1000tr,,,
9520,,top1000tr,,,
9521,,,,top1000tr,
9522,,top1000tr,,top30tr,
9523,,top1000tr,,,
9525,,others,,top1000tr,
9526,,top1000tr,,,
9527,,top1000tr,others,,
9528,,top1000tr,,top30tr,
9529,,,,top1000tr,
9530,,top1000tr,,,
9531,,top1000tr,,,
9532,top30tr,top1000tr,,top1000tr,
9533,,top1000tr,,,
9534,,top1000tr,,,
9535,top1000tr,top1000tr,,,
9536,,others,top1000tr,,
9537,,top30tr,top1000tr,,
9538,,top1000tr,,top30tr,
9539,,,,top1000tr,
9540,,top1000tr,top30tr,,
9541,,top30tr,,,
9542,,top1000tr,,,
9543,,,top1000tr,,
9544,,,,top1000tr,
9545,,top1000tr,,,
9546,top50tr,top30tr,,,
9547,,top30tr,top1000tr,,
9548,,top30tr,,,
9549,,top30tr,top1000tr,,
9550,,top1000tr,,,
9551,,top1000tr,,,
9552,,others,,top1000tr,
9553,,top1000tr,,others,
9554,others,others,top1000tr,,
9555,top1000tr,top1000tr,,,
9556,,,,top1000tr,
9557,,,,others,
9558,,top1000tr,,,
9559,,top1000tr,top30tr,,
9560,,,,top1000tr,
9561,,top1000tr,,,
9563,,top1000tr,,,
9564,,top1000tr,,,
9565,,,,others,
9566,,top1000tr,top1000tr,,
9567,,others,,top1000tr,
9568,,top1000tr,,,
9569,,top1000tr,,,
9570,,top1000tr,,,
9571,top30tr,top1000tr,,top1000tr,
9572,,others,,top1000tr,
9573,,top1000tr,,top30tr,
9574,,top1000tr,,top1000tr,
9575,,others,top1000tr,,
9576,,top1000tr,top30tr,,
9577,,,,top1000tr,
9578,,top1000tr,,,
9579,top30tr,top1000tr,,top1000tr,
9580,,top1000tr,,top1000tr,
9581,,top1000tr,,,
9582,,top1000tr,,,
9583,,,,top1000tr,
9584,,top1000tr,,top1000tr,
9585,top30tr,top1000tr,,top1000tr,
9586,,others,top1000tr,,
9587,,top1000tr,top30tr,,
9588,,top1000tr,,,
9589,,,,top1000tr,
9590,,top1000tr,top30tr,,
9591,,top1000tr,,,
9592,,,,others,
9593,,top1000tr,top30tr,,
9594,,top1000tr,,,
9596,,others,,top1000tr,
9597,,top1000tr,top30tr,,
9598,,top30tr,top1000tr,,
9599,,,,top1000tr,
9600,,top1000tr,,others,
9601,,top1000tr,others,,
9602,,top1000tr,,top30tr,
9603,,others,top1000tr,,
9604,,top1000tr,top30tr,,
9605,,top1000tr,,,
9606,,top30tr,top1000tr,,
9607,,top1000tr,,top30tr,
9608,,,,top1000tr,
9610,top1000tr,top30tr,,top1000tr,
9611,,top1000tr,,,
9612,,top1000tr,,,
9613,,top1000tr,,,
9614,,top1000tr,,,
9615,,top1000tr,,,
9616,,,top1000tr,,
9617,,others,,,
9618,,top1000tr,top1000tr,,
9619,,top1000tr,,,
9620,,top1000tr,,others,
9621,others,others,top1000tr,,
9622,,top1000tr,,,
9623,top1000tr,others,others,,
9624,,top1000tr,,,
9625,,top1000tr,others,,
9626,,,,top1000tr,
9627,,top1000tr,,,
9628,top1000tr,top1000tr,,,
9629,,top1000tr,top1000tr,others,
9630,,,,others,
9631,,,,top1000tr,
9632,,top1000tr,,,
9633,,top30tr,top1000tr,,
9634,,top1000tr,,top1000tr,
9635,top30tr,top1000tr,,top1000tr,
9636,,top1000tr,,,
9637,,top1000tr,top30tr,,
9638,,top1000tr,,,
9640,,top1000tr,,,
9641,,top1000tr,,others,
9642,,top1000tr,,,
9643,,top30tr,,top1000tr,
9644,,top1000tr,,,
9645,,top1000tr,,top1000tr,
9646,,top1000tr,,,
9647,,top1000tr,,,
9648,,top1000tr,,top1000tr,
9649,,top1000tr,,,
9650,,top1000tr,,,
9651,,,,top1000tr,
9652,,top1000tr,,,
9653,,top1000tr,top1000tr,,
9654,,,,top1000tr,
9655,,top1000tr,,others,
9657,,top1000tr,,,
9658,,top1000tr,,others,
9659,,others,top1000tr,,
9660,,others,top1000tr,,
9661,,,top1000tr,,
9662,,top1000tr,,,
9663,,others,top1000tr,,
9664,,top1000tr,,,
9665,,top1000tr,,,
9667,,top1000tr,top20world,top30tr,
9668,,others,,top1000tr,
9669,,top1000tr,,,
9670,,top1000tr,,,
9671,,top1000tr,top1000tr,,
9672,,top1000tr,,,
9673,top1000tr,top30tr,,,
9674,,top1000tr,,top30tr,
9675,,others,top1000tr,,
9676,,top1000tr,,,
9677,,top1000tr,,,
9678,,,,top30tr,
9679,,top1000tr,top1000tr,others,
9680,,,,top50tr,
9681,,top1000tr,,,
9682,top30tr,top1000tr,,,
9683,top1000tr,,,,
9685,,top1000tr,,,
9686,,top30tr,top1000tr,,
9687,,top1000tr,,,
9688,,,top1000tr,,
9689,,top1000tr,,,
9690,,top1000tr,top1000tr,,
9692,,top1000tr,top30tr,,
9693,top30tr,top1000tr,top30tr,,
9694,,top1000tr,top1000tr,others,
9695,,top1000tr,,,
9696,,top1000tr,,,
9698,,top1000tr,,top1000tr,
9699,,top1000tr,,,
9701,,top1000tr,,,
9702,,top1000tr,,,
9703,,top1000tr,,,
9704,,top1000tr,top1000tr,,
9705,,top1000tr,,,
9706,,top1000tr,,,
9707,,top1000tr,,,
9708,,top1000tr,,,
9709,,top1000tr,,others,
9710,,top30tr,top1000tr,,
9711,,top1000tr,,others,
9712,,top1000tr,,top30tr,
9713,,top1000tr,,,
9714,,top1000tr,,,
9715,,top30tr,,top30tr,
9716,,top1000tr,,others,
9717,,top1000tr,,,
9718,others,top1000tr,,,
9719,,top1000tr,,,
9720,,top1000tr,,,
9721,,top1000tr,,,
9722,,top1000tr,,,
9723,,top1000tr,,top1000tr,
9724,,top1000tr,,,
9725,,top1000tr,,others,
9726,,top30tr,top1000tr,,
9727,,others,top1000tr,,
9728,,top1000tr,,,
9729,,top1000tr,,,
9730,,top1000tr,,,
9731,,top50tr,,top1000tr,
9732,,,,top1000tr,
9734,,top1000tr,,,
9735,,top1000tr,,,
9736,,top1000tr,,,
9737,,top1000tr,,,
9738,,top1000tr,top1000tr,others,
9739,,top1000tr,top1000tr,,
9741,,top1000tr,,,
9742,,top1000tr,,top1000tr,
9743,,top1000tr,,top1000tr,
9744,,top1000tr,,,
9745,,top1000tr,top1000tr,others,
9747,,others,top1000tr,,
9748,,others,others,,
9749,,top30tr,,top1000tr,
9750,,top1000tr,,,
9751,,top1000tr,,,
9752,,,top1000tr,,
9753,top30tr,others,,top30tr,
9754,,top1000tr,top1000tr,top30tr,
9755,,top20world,,top1000tr,
9756,,,top1000tr,top1000tr,
9757,,top1000tr,top30tr,,
9758,,top1000tr,top1000tr,,
9759,,top1000tr,others,,
9760,,top30tr,top1000tr,,
9761,others,top1000tr,,,
9762,,top1000tr,top1000tr,others,
9763,,,,others,
9764,,others,,top1000tr,
9765,,others,top1000tr,,
9766,,top1000tr,others,,
9767,,top1000tr,others,,
9768,,top1000tr,,,
9770,others,top1000tr,,,
9771,,top1000tr,,,
9772,,others,,others,
9773,,top1000tr,,,
9774,,others,top1000tr,others,
9775,,top1000tr,,,
9776,,others,top1000tr,,
9777,,others,,,
9778,,top1000tr,,others,
9779,,top1000tr,,,
9780,,,top30tr,,
9781,,top1000tr,others,,
9782,,top1000tr,,,
9783,,others,,top1000tr,
9784,top30tr,top30tr,,top30tr,
9785,,top50tr,top1000tr,,
9786,top30tr,top30tr,,,
9787,,top1000tr,others,,
9788,,top1000tr,top1000tr,,
9789,top1000tr,top30tr,others,,
9790,,,,top1000tr,
9791,,top1000tr,,top30tr,
9792,top30tr,top1000tr,,,
9793,,,,top1000tr,
9794,,top1000tr,,,
9795,,top1000tr,,,
9797,,others,top1000tr,,
9799,,top1000tr,,,
9800,top30tr,top1000tr,,,
9801,,top1000tr,,,
9802,,top1000tr,,top1000tr,
9803,,top1000tr,,,
9804,,top1000tr,,others,
9805,others,top30tr,top1000tr,,
9806,,others,top1000tr,,
9807,,top1000tr,,,
9808,,others,top1000tr,,
9810,,top1000tr,,others,
9811,,top1000tr,,,
9812,,top1000tr,,,
9813,,top1000tr,,,
9814,,top1000tr,,,
9815,,top30tr,,,
9816,,top1000tr,,top1000tr,
9817,,top1000tr,,top30tr,
9819,top30tr,top1000tr,top1000tr,,
9820,,top1000tr,,,
9821,,,top50tr,,
9822,,top1000tr,,top1000tr,
9823,,top1000tr,,,
9824,,top1000tr,,,
9825,,top1000tr,top1000tr,top30tr,
9826,,top1000tr,,top30tr,
9829,,top1000tr,,,
9830,,top1000tr,top1000tr,,
9832,,top1000tr,,top1000tr,
9833,,top1000tr,,,
9834,,top1000tr,,,
9835,,top30tr,top1000tr,,
9837,,top1000tr,,,
9838,,others,,top1000tr,
9839,,top1000tr,,,
9840,,,,others,
9841,,others,top1000tr,,
9843,,,,top1000tr,
9844,,,top1000tr,,others
9845,,,top1000tr,,
9846,,,,top1000tr,
9847,top1000tr,,,,
9849,,,,top1000tr,
9852,,top1000tr,,,
9853,,top1000tr,top1000tr,,
9854,,top1000tr,,,
9855,,top1000tr,,,
9857,,top30tr,top1000tr,,
9858,,top1000tr,,,
9859,,top1000tr,,top1000tr,
9860,,,top1000tr,,
9861,,top30tr,,top1000tr,
9862,,top1000tr,,,
9863,,top1000tr,top1000tr,,
9864,,others,,,
9865,,top1000tr,,,
9866,,,,others,
9867,,,,others,
9868,,top1000tr,,,
9869,,,,others,
9870,,top1000tr,,,
9871,,top1000tr,,,
9872,,top1000tr,,,
9873,,others,,others,
9874,,top1000tr,,,
9875,,top1000tr,,others,
9876,,top1000tr,top30tr,,
9877,,top30tr,top1000tr,,
9878,top30tr,top1000tr,,top1000tr,
9879,,,,top30tr,
9880,,top1000tr,,,
9881,,top1000tr,,,
9882,,top1000tr,top1000tr,,
9883,,,,top1000tr,
9884,,top1000tr,top30tr,,
9885,,top1000tr,,,
9886,,top1000tr,top1000tr,top1000tr,
9888,,top1000tr,top1000tr,,
9889,,top30tr,,,
9890,,top1000tr,,,
9891,,others,top1000tr,,
9892,,top1000tr,,,
9893,,top30tr,,others,
9894,,top1000tr,top1000tr,,
9895,top1000tr,top30tr,,,
9896,,top1000tr,,,
9897,,top50tr,top1000tr,others,
9898,,top1000tr,,,
9899,,top30tr,,,
9900,,top1000tr,top1000tr,,
9901,,top1000tr,,,
9902,,top1000tr,,,
9903,top1000tr,top1000tr,,,
9904,,,top1000tr,others,
9905,top1000tr,,,others,
9906,,others,top1000tr,,
9907,,,top1000tr,,
9909,top1000tr,others,others,,
9910,,others,top1000tr,,
9911,,top1000tr,,top1000tr,
9912,,top1000tr,top1000tr,,top1000tr
9913,,top50tr,others,,
9914,,top1000tr,,top30tr,
9915,,,top1000tr,,
9916,,top1000tr,,,
9917,,,,others,
9918,,top30tr,top1000tr,others,
9919,,top1000tr,top1000tr,,
9920,,,,top1000tr,
9921,,top1000tr,,,
9922,,top1000tr,,,
9923,,top1000tr,,,
9926,,others,,others,
9927,,top30tr,top1000tr,,
9928,,top1000tr,,others,
9930,,,top1000tr,,
9931,,top1000tr,,top30tr,
9932,,top1000tr,,,
9933,,,,others,
9934,,,top1000tr,,
9935,,,,top30tr,
9936,,others,top1000tr,,
9937,,top1000tr,others,,
9938,,top1000tr,top30tr,,
9939,,,,others,
9940,,top1000tr,,others,
9941,,,top1000tr,top1000tr,
9942,,top30tr,top1000tr,,top1000tr
9943,,,,others,
9944,,top1000tr,top1000tr,others,
9945,,top1000tr,,,
9946,,top1000tr,top1000tr,,
9947,,top30tr,top1000tr,,
9948,,top1000tr,top30tr,,
9949,,,,top1000tr,
9950,,,,top30tr,
9951,,,,top1000tr,
9952,,top1000tr,,,
9954,,,top1000tr,,
9955,,top30tr,top1000tr,,
9956,,top1000tr,top1000tr,top20world,
9957,,,top1000tr,,
9958,,top1000tr,,,
9959,,others,top1000tr,,
9960,,top1000tr,,,
9961,,top1000tr,top20world,top30tr,
9962,,top1000tr,top1000tr,others,
9963,,,top1000tr,,
9964,others,top1000tr,,,
9965,,others,top1000tr,others,
9966,,top1000tr,,,
9967,,,,others,
9968,top30tr,top1000tr,,top1000tr,
9969,,others,,top1000tr,
9970,,top1000tr,,,
9971,,top1000tr,,,
9972,,top1000tr,,,
9973,,,,top1000tr,
9974,others,top1000tr,,,
9975,,top1000tr,top1000tr,top1000tr,
9976,,,top1000tr,,
9977,top30tr,top1000tr,,top1000tr,
9979,,,top1000tr,,
9980,top30tr,top1000tr,,top1000tr,
9981,,top1000tr,,top1000tr,
9982,,,top1000tr,,
9983,,,top1000tr,,
9984,,others,top1000tr,,
9985,,others,,others,
9986,,top1000tr,top30tr,,
9987,,top1000tr,,,
9988,,top1000tr,top30tr,,
9989,,top1000tr,,,
9990,,,,top1000tr,
9991,,,,others,
9992,,top1000tr,top30tr,,
9993,,others,top1000tr,,
9995,,,top1000tr,,
9996,,top20world,,top1000tr,
9997,,,,top1000tr,
9998,,top1000tr,,,
9999,,others,top1000tr,,
10000,,top1000tr,top1000tr,,
10002,,top1000tr,,top1000tr,
10003,,,,top1000tr,
10004,,top1000tr,top1000tr,top20world,
10005,,others,,top1000tr,
10006,,top1000tr,top30tr,,
10007,,top20world,,top1000tr,
10008,,top1000tr,,others,
10009,,,,others,
10010,,others,,top1000tr,
10011,,top1000tr,top1000tr,others,
10012,top1000tr,top1000tr,,,
10014,,top1000tr,,,
10015,,top1000tr,,top30tr,
10016,,others,,,
10017,,top1000tr,,others,
10018,top30tr,top1000tr,,top1000tr,
10019,,top1000tr,top30tr,,
10020,,,,top1000tr,
10021,,top1000tr,top1000tr,top30tr,
10022,,others,top1000tr,others,
10023,,top1000tr,,,
10024,,top1000tr,,,
10025,,top1000tr,,top1000tr,
10026,,top1000tr,,,
10027,,top1000tr,,,
10028,,,,top1000tr,
10029,,top1000tr,,,
10030,,top1000tr,,others,
10031,,top1000tr,,,
10032,,top1000tr,,,
10033,,top1000tr,,,
10034,,top1000tr,,top1000tr,
10035,,top30tr,top1000tr,,
10036,,top1000tr,,,
10037,,others,others,,
10038,,top1000tr,,,
10040,,top1000tr,,,
10041,,top1000tr,,,
10042,,top1000tr,,,
10043,,,others,,
10044,,top1000tr,,,
10045,,,,top1000tr,
10046,,,,top1000tr,
10047,,top1000tr,,,
10048,,top1000tr,,,
10050,,top30tr,top1000tr,,
10051,,top50tr,top1000tr,,
10052,,,top1000tr,top50tr,
10053,,,top1000tr,,top50tr
10054,,top1000tr,,,
10055,,others,,,
10056,,top1000tr,,,
10057,,top1000tr,,,
10058,,top1000tr,,,
10059,,top1000tr,top1000tr,,
10060,,top1000tr,,,
10061,,top30tr,,top1000tr,
10062,,others,,top1000tr,
10063,,top1000tr,,,
10064,,top1000tr,,,
10065,,top1000tr,top1000tr,,
10066,,top1000tr,,,
10067,,top1000tr,,,
10068,,top1000tr,,,
10069,,others,,top1000tr,
10070,,others,,top30tr,
10071,,top1000tr,,,
10072,,top1000tr,,,
10073,,top1000tr,,,
10074,,top1000tr,,,
10075,,others,,top1000tr,
10076,,top1000tr,,,
10077,,top30tr,,top30tr,
10078,,,top1000tr,,
10079,,top1000tr,,,
10080,,,top1000tr,,
10082,,top30tr,top1000tr,,
10083,,top1000tr,,,
10084,,top1000tr,,,
10085,,top1000tr,,,
10086,,,top1000tr,,
10087,,others,,top1000tr,
10088,,top1000tr,,,
10089,,top1000tr,,,
10090,,top1000tr,,others,
10091,,top1000tr,,,
10092,,top1000tr,,,
10093,top30tr,top1000tr,,,
10094,,top1000tr,top1000tr,others,
10096,others,top1000tr,,,
10097,,,,others,
10098,,others,top1000tr,,
10100,,top1000tr,,others,
10101,,top1000tr,,,
10102,,top1000tr,top1000tr,,
10103,,,top1000tr,,
10104,,top1000tr,,,
10105,,top1000tr,,,
10106,top1000tr,top1000tr,,,
10107,,top1000tr,,,
10108,,top1000tr,,,
10109,,top1000tr,,,
10110,,top30tr,top1000tr,,
10111,,,,top30tr,
10112,,top1000tr,,,
10113,,,,top30tr,
10114,,top1000tr,others,,top1000tr
10115,,top1000tr,,top1000tr,
10117,,,,top1000tr,
10118,,top1000tr,,,
10119,,top1000tr,,,
10120,,others,,top1000tr,
10121,,top1000tr,,top30tr,
10122,,top1000tr,,top1000tr,
10123,,top1000tr,,,
10124,,top1000tr,top1000tr,,
10125,,top1000tr,,others,
10126,,top1000tr,,,
10127,,top1000tr,others,,
10128,,others,,,
10129,,top1000tr,,,
10130,,top30tr,top1000tr,,
10131,,top1000tr,top1000tr,,
10132,,top30tr,others,,
10133,,,,top1000tr,
10134,,top1000tr,,,
10136,,,,top30tr,
10137,,top1000tr,others,,
10138,,others,top1000tr,,
10139,top30tr,top1000tr,,,
10140,,,,top1000tr,
10141,,,top1000tr,,
10142,,top1000tr,,,
10143,,top1000tr,,,
10144,,top1000tr,,,
10145,,top1000tr,,,
10146,,top1000tr,top1000tr,,
10148,,top1000tr,,,
10149,,others,,,
10150,,top1000tr,others,,
10151,,top1000tr,,,
10152,,top1000tr,,,
10153,,top30tr,,top1000tr,
10154,,top1000tr,,,
10155,,top1000tr,top1000tr,,top1000tr
10157,,top1000tr,,,
10158,,,top1000tr,,
10159,,top1000tr,,,
10160,,top1000tr,,,
10161,,top1000tr,,,
10162,top30tr,,,,
10163,,top1000tr,,,
10164,,top30tr,top1000tr,top30tr,
10165,,top1000tr,,,
10166,,top1000tr,,,
10167,,,top1000tr,,
10168,,others,others,,
10169,,,,top1000tr,
10170,,top1000tr,,top30tr,
10171,,top1000tr,,,
10172,,top1000tr,,,
10173,,others,,others,
10174,top30tr,top1000tr,,,
10175,,others,,top1000tr,
10176,,top1000tr,,top1000tr,
10177,,,,others,
10178,,top1000tr,,,
10180,,top1000tr,,,
10181,,,,top1000tr,
10182,,top1000tr,,,
10183,,top1000tr,,,
10184,,top1000tr,,top1000tr,
10185,,,,top30tr,
10187,,others,,others,
10188,,top1000tr,,,
10189,,top1000tr,,,
10190,,top30tr,,,
10191,,top1000tr,,,
10192,,top30tr,,,
10193,,top1000tr,,,
10194,,,top1000tr,,
10195,,,top1000tr,,
10196,,others,top1000tr,others,
10197,,top1000tr,top1000tr,,
10198,,top1000tr,top1000tr,top30tr,
10199,,others,top1000tr,,
10200,,top1000tr,,,
10201,,,,others,
10202,,top30tr,others,,
10203,top30tr,others,,top1000tr,
10204,,top1000tr,,,
10205,,,,others,
10206,,top1000tr,,,
10207,,others,top1000tr,,
10209,,top1000tr,,,
10210,,,,others,
10211,,top1000tr,,,
10212,,top30tr,top1000tr,,others
10213,,top1000tr,,,
10214,,top30tr,,,
10215,,top1000tr,,top30tr,
10216,,top1000tr,,,
10217,,others,top1000tr,others,
10218,,,,top1000tr,
10219,,top1000tr,top1000tr,others,
10220,top50tr,top1000tr,others,,
10221,,top1000tr,top1000tr,,
10222,,others,top1000tr,,
10223,,top50tr,top1000tr,,
10224,top30tr,top30tr,top1000tr,,
10225,,,,top1000tr,
10226,,top30tr,top1000tr,others,
10227,,top1000tr,top1000tr,,
10228,,,top1000tr,,
10229,,,top1000tr,,
10230,,top1000tr,top1000tr,,
10231,,top1000tr,,,
10232,,,,top1000tr,
10233,,others,top1000tr,,
10234,,top1000tr,,,
10235,,top1000tr,top1000tr,top20world,
10236,,,,top30tr,
10237,top1000tr,others,,others,
10238,,top1000tr,,,
10239,,others,top1000tr,,
10240,,top1000tr,top1000tr,,
10241,,,,top30tr,
10242,,,,top1000tr,
10243,,,top1000tr,top1000tr,
10244,,,,top30tr,
10245,,top1000tr,top1000tr,,
10246,,,,top30tr,
10247,,top1000tr,top1000tr,,
10248,,top1000tr,,,
10249,,top30tr,top1000tr,others,
10250,,top1000tr,,,
10251,,others,others,,top1000tr
10252,,top30tr,others,top1000tr,
10253,,others,others,top1000tr,
10254,,top1000tr,,,
10255,,top1000tr,,,
10256,,others,top1000tr,others,
10257,,top30tr,top1000tr,,
10259,,top30tr,top1000tr,,
10260,,top1000tr,,,
10261,,top30tr,top30tr,top30tr,
10262,,top1000tr,,top30tr,
10264,,,top1000tr,,
10266,,top1000tr,,,
10267,,top1000tr,top1000tr,others,
10268,,,,top1000tr,
10269,,,top1000tr,others,
10270,,top1000tr,top1000tr,,
10271,,top1000tr,others,top30tr,
10272,,top30tr,top1000tr,,others
10273,,others,top1000tr,,top30tr
10274,,top30tr,top1000tr,,
10275,,top1000tr,top1000tr,,
10277,,top1000tr,,,
10278,,top1000tr,others,,
10279,,,top1000tr,,
10280,,top1000tr,,others,
10281,top30tr,others,,top1000tr,
10282,,,others,,others
10283,,,top1000tr,,
10284,,top1000tr,top30tr,,
10285,,,top1000tr,top30tr,
10287,,,,others,
10288,,top1000tr,,,
10289,,top1000tr,top1000tr,,
10290,,top30tr,others,,
10291,,top30tr,,,
10292,,top1000tr,top30tr,,
10293,,,top1000tr,top50tr,
10294,,,,top1000tr,
10295,,,top1000tr,,
10296,,,top1000tr,,
10297,,top1000tr,,,
10299,,top1000tr,,,
10300,top30tr,,,,
10301,,,,others,
10302,,,,top1000tr,
10303,,top1000tr,top30tr,,
10304,,top1000tr,others,,top1000tr
10305,,,,others,
10306,,top1000tr,,,
10307,,,,top1000tr,
10308,,top1000tr,,,
10309,,top30tr,top1000tr,,top1000tr
10310,,top1000tr,,,
10311,,top1000tr,top1000tr,,
10312,,top30tr,top1000tr,,
10313,,others,top1000tr,,
10314,,top1000tr,top1000tr,,
10315,,others,top1000tr,others,
10316,,,,top1000tr,
10317,,,,top1000tr,
10318,,,,others,
10319,,top1000tr,,top30tr,
10320,,top1000tr,,,
10321,,top1000tr,top1000tr,top30tr,
10322,,top1000tr,top1000tr,,
10323,,,,top1000tr,
10324,,top1000tr,,,
10325,,top1000tr,top1000tr,,
10326,,,,top1000tr,
10327,,,,others,
10328,,others,top1000tr,,
10329,,top1000tr,top1000tr,top20world,
10330,,,,top1000tr,
10331,,top1000tr,,,
10332,,,,top1000tr,
10333,,top1000tr,,,
10334,,,,others,
10335,,top1000tr,others,,
10336,,top1000tr,top30tr,,
10337,,top30tr,others,top1000tr,
10338,,top1000tr,top1000tr,,
10339,,top1000tr,,,
10340,,top1000tr,,top1000tr,
10341,,top1000tr,,,
10342,,top1000tr,,,
10344,,,,others,
10345,,top30tr,top1000tr,,
10346,,top1000tr,,,
10347,,,top30tr,top1000tr,
10348,,top1000tr,top1000tr,,
10349,,top1000tr,top1000tr,,
10352,,,top30tr,,
10353,,top30tr,top1000tr,,
10354,,top1000tr,top1000tr,,
10355,,top30tr,top1000tr,,
10357,,top30tr,,,
10358,,top30tr,top1000tr,,
10359,,top30tr,others,others,
10360,,top1000tr,top1000tr,,
10361,,top1000tr,,,
10362,,top1000tr,top1000tr,,
10363,,top1000tr,,,
10364,,top1000tr,,,
10365,,top1000tr,,,
10366,,others,others,,
10367,,others,others,top30tr,
10368,others,others,,,
10369,,top1000tr,,,
10370,,top1000tr,,,
10371,,others,top1000tr,,
10372,,,top1000tr,top1000tr,
10373,,,top1000tr,top30tr,
10374,,top1000tr,,,
10375,,top1000tr,,top30tr,
10376,,top1000tr,,,
10377,,top1000tr,top1000tr,,
10378,,,,top1000tr,
10379,,others,,,
10380,,others,top1000tr,,
10381,,top1000tr,,,
10382,,top1000tr,,,
10383,,,others,,
10385,top30tr,top1000tr,,,
10386,,top1000tr,,,
10387,,top1000tr,top1000tr,,
10388,,top1000tr,,,
10389,,top1000tr,top1000tr,,
10390,,top1000tr,,,
10391,others,top1000tr,,,
10392,,top1000tr,,,
10393,,others,top1000tr,,
10394,,,top1000tr,,
10395,,,top1000tr,,
10396,,top1000tr,top1000tr,,
10397,,,,top1000tr,
10398,,,top1000tr,,
10399,,,top30tr,top1000tr,
10400,,top1000tr,,,
10401,top30tr,top30tr,top1000tr,,
10402,others,others,top1000tr,,
10403,,top1000tr,,top1000tr,
10405,,top1000tr,,,
10406,,top30tr,,top1000tr,
10407,,others,others,,
10408,,,,top1000tr,
10409,,top1000tr,,,
10410,,top1000tr,top1000tr,,
10411,,,top1000tr,others,
10412,,top1000tr,,,
10413,top1000tr,top1000tr,,,
10414,,top1000tr,top1000tr,,
10415,,top1000tr,,,
10416,,top50tr,,top1000tr,
10417,,top1000tr,top1000tr,,
10418,,,others,top1000tr,
10419,,top1000tr,,,
10420,,,top1000tr,top30tr,
10422,,top1000tr,others,top30tr,
10424,,,,top1000tr,
10425,,others,top1000tr,,
10426,,others,top1000tr,,
10427,,top1000tr,,,
10429,,top1000tr,,,
10430,,,top1000tr,,
10431,,top1000tr,others,top30tr,
10432,,top30tr,top1000tr,,
10433,,top1000tr,top1000tr,others,
10434,,,top1000tr,,
10435,,others,top1000tr,others,
10436,,top30tr,top1000tr,,
10437,,top1000tr,top1000tr,,
10439,,top1000tr,,,
10440,,top30tr,top1000tr,,
10442,,top1000tr,,,
10443,,top30tr,top1000tr,,
10444,top1000tr,top30tr,others,,
10445,,top30tr,top1000tr,,
10446,,,top1000tr,,
10447,,,,top30tr,
10450,,top30tr,top1000tr,top30tr,
10451,,others,top1000tr,,
10452,,top1000tr,,others,
10454,,,top1000tr,top30tr,
10455,,,,others,
10456,,,,top1000tr,
10457,,others,top1000tr,others,
10458,,top1000tr,top1000tr,,
10459,,,top1000tr,,
10460,,top1000tr,,,
10461,,top1000tr,,,
10462,,top30tr,top1000tr,,
10463,,,,top30tr,
10464,,,top1000tr,,
10465,,others,top1000tr,,
10466,,top1000tr,top1000tr,,
10467,,top1000tr,,,
10468,,top1000tr,top1000tr,,
10469,,top1000tr,others,,
10470,,,top1000tr,,
10471,,top30tr,top1000tr,,
10472,,top1000tr,others,others,
10473,,top30tr,top1000tr,,
10474,,others,top1000tr,,
10475,,top1000tr,,,
10476,top50tr,top1000tr,others,,
10478,,top1000tr,,,
10479,top50tr,top1000tr,others,,
10480,,others,top1000tr,others,
10481,,top1000tr,,,
10482,,top1000tr,,,
10483,,top1000tr,top1000tr,,
10484,top1000tr,top1000tr,,,
10485,,top1000tr,,,
10486,,,,top1000tr,
10487,,,top1000tr,,
10488,,top1000tr,,,
10489,,top1000tr,,,
10490,,top1000tr,,,
10493,,top1000tr,,,
10494,,top1000tr,,,
10495,,top1000tr,,,
10496,,top1000tr,,,
10497,,top30tr,,,
10498,,,,top1000tr,
10499,,,top1000tr,top30tr,
10500,,others,top1000tr,top30tr,
10501,,top50tr,,,
10502,,top1000tr,top1000tr,,
10504,,top1000tr,,,
10506,,,,top1000tr,
10507,,top30tr,top1000tr,others,
10508,,top1000tr,top1000tr,,
10510,top30tr,others,,,
10511,,others,,others,
10512,,top1000tr,,top30tr,
10513,,top1000tr,top1000tr,,
10514,,top1000tr,,,
10515,,top1000tr,,others,
10516,,others,top1000tr,others,
10517,,others,top1000tr,,
10518,,top1000tr,,,
10519,,others,top1000tr,,
10521,,top1000tr,,top1000tr,
10522,,top1000tr,,,
10523,,others,others,others,
10524,,top1000tr,,top30tr,
10525,,top1000tr,,,
10526,,top30tr,,top30tr,
10527,,others,,top1000tr,
10528,,top1000tr,top1000tr,,
10529,,top1000tr,,,
10530,,top30tr,top1000tr,,
10531,,top1000tr,,,
10532,,others,,,
